geo_key,latitude,longitude,state,date,rainfall_mm,temperature_max,temperature_min,humidity
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-18,5.9,41.7,22.2,41.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-19,7.4,30.0,25.4,82.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-20,5.3,39.0,16.9,64.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-21,4.0,36.6,15.6,77.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-22,0.7,37.2,15.2,81.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-23,1.5,35.2,18.4,76.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-24,3.1,38.1,18.7,77.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-25,0.2,32.0,21.5,42.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-26,1.6,41.1,27.7,77.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-27,2.3,31.6,23.4,45.9
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-28,23.7,31.1,28.0,64.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-29,11.8,28.0,26.6,53.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-09-30,8.8,39.3,17.1,62.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-01,2.0,32.4,21.3,55.9
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-02,1.3,37.4,23.2,51.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-03,6.8,40.1,21.6,61.7
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-04,1.4,37.9,23.7,49.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-05,3.3,31.5,15.2,75.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-06,3.1,33.8,21.8,87.4
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-07,2.7,37.2,15.8,48.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-08,1.1,35.6,25.1,56.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-09,1.3,31.6,18.3,87.4
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-10,3.0,30.2,24.4,76.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-11,3.3,29.9,20.3,45.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-12,5.1,37.2,21.6,57.2
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-13,0.6,29.5,27.6,50.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-14,0.2,41.5,22.1,79.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-15,0.1,35.9,20.2,78.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-16,0.1,33.6,25.4,66.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-17,2.4,29.4,16.7,73.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-18,3.4,41.7,24.3,64.7
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-19,5.8,29.5,20.8,54.4
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-20,0.3,38.7,21.6,67.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-21,1.6,34.4,16.5,73.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-22,1.7,39.4,17.6,50.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-23,3.1,39.8,21.1,76.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-24,21.9,41.9,24.7,77.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-25,0.9,39.7,20.3,88.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-26,0.3,34.1,22.2,60.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-27,0.7,36.3,24.8,72.2
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-28,0.8,38.2,18.3,48.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-29,3.5,39.8,21.3,66.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-30,1.1,34.9,16.7,87.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-10-31,4.8,37.4,22.0,79.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-01,2.0,32.2,17.1,72.4
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-02,8.0,30.2,17.3,61.7
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-03,4.9,32.1,18.3,71.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-04,2.3,28.8,16.1,72.2
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-05,1.9,41.6,23.8,40.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-06,2.0,33.8,16.4,86.2
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-07,4.9,31.2,18.3,41.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-08,1.1,36.2,20.5,88.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-09,0.2,36.3,26.2,64.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-10,0.0,31.4,19.2,88.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-11,7.3,41.3,25.7,57.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-12,7.1,41.7,19.6,53.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-13,2.4,30.6,15.4,87.3
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-14,7.8,30.3,20.3,81.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-15,3.2,33.5,24.7,84.9
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-16,7.8,33.3,17.3,85.6
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-17,0.3,38.1,16.8,59.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-18,1.6,30.2,27.0,40.1
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-19,6.7,40.4,19.1,75.2
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-20,0.9,38.6,22.3,55.0
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-21,1.5,37.7,26.8,46.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-22,2.5,31.6,25.4,43.5
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-23,3.5,30.4,22.8,81.8
15.8_81.4,15.846174,81.385984,Maharashtra,2025-11-24,4.2,38.5,21.7,84.5
27.5_74.3,27.497924,74.25374,Punjab,2025-08-27,7.1,40.8,22.1,65.3
27.5_74.3,27.497924,74.25374,Punjab,2025-08-28,2.0,35.6,16.8,83.5
27.5_74.3,27.497924,74.25374,Punjab,2025-08-29,9.0,41.9,16.2,52.0
27.5_74.3,27.497924,74.25374,Punjab,2025-08-30,16.8,33.5,21.1,83.0
27.5_74.3,27.497924,74.25374,Punjab,2025-08-31,5.9,30.7,26.6,41.6
27.5_74.3,27.497924,74.25374,Punjab,2025-09-01,18.1,28.7,23.7,43.6
27.5_74.3,27.497924,74.25374,Punjab,2025-09-02,9.8,28.5,26.0,63.3
27.5_74.3,27.497924,74.25374,Punjab,2025-09-03,0.8,37.9,21.4,49.5
27.5_74.3,27.497924,74.25374,Punjab,2025-09-04,0.1,33.9,16.1,44.7
27.5_74.3,27.497924,74.25374,Punjab,2025-09-05,2.5,36.8,21.9,43.4
27.5_74.3,27.497924,74.25374,Punjab,2025-09-06,27.6,40.4,18.4,46.1
27.5_74.3,27.497924,74.25374,Punjab,2025-09-07,22.8,34.5,19.0,64.5
27.5_74.3,27.497924,74.25374,Punjab,2025-09-08,11.9,30.4,25.0,77.5
27.5_74.3,27.497924,74.25374,Punjab,2025-09-09,6.2,40.1,16.7,69.8
27.5_74.3,27.497924,74.25374,Punjab,2025-09-10,4.8,33.9,18.3,58.6
27.5_74.3,27.497924,74.25374,Punjab,2025-09-11,0.9,31.5,18.5,76.0
27.5_74.3,27.497924,74.25374,Punjab,2025-09-12,0.4,37.1,17.9,44.1
27.5_74.3,27.497924,74.25374,Punjab,2025-09-13,2.9,31.1,22.2,57.9
27.5_74.3,27.497924,74.25374,Punjab,2025-09-14,27.0,41.5,20.8,79.8
27.5_74.3,27.497924,74.25374,Punjab,2025-09-15,0.1,35.7,24.7,50.8
27.5_74.3,27.497924,74.25374,Punjab,2025-09-16,0.5,30.2,20.7,65.3
27.5_74.3,27.497924,74.25374,Punjab,2025-09-17,3.8,34.2,21.1,78.5
27.5_74.3,27.497924,74.25374,Punjab,2025-09-18,0.9,38.8,24.0,77.1
27.5_74.3,27.497924,74.25374,Punjab,2025-09-19,10.6,34.6,17.7,66.8
27.5_74.3,27.497924,74.25374,Punjab,2025-09-20,25.4,36.2,15.1,43.0
27.5_74.3,27.497924,74.25374,Punjab,2025-09-21,39.5,29.0,15.6,57.7
27.5_74.3,27.497924,74.25374,Punjab,2025-09-22,27.9,32.5,20.3,71.7
27.5_74.3,27.497924,74.25374,Punjab,2025-09-23,0.2,40.6,21.8,63.3
27.5_74.3,27.497924,74.25374,Punjab,2025-09-24,15.8,41.3,20.5,48.6
27.5_74.3,27.497924,74.25374,Punjab,2025-09-25,13.5,33.6,27.2,87.5
27.5_74.3,27.497924,74.25374,Punjab,2025-09-26,1.0,41.4,19.8,72.3
27.5_74.3,27.497924,74.25374,Punjab,2025-09-27,0.3,40.4,23.3,72.2
27.5_74.3,27.497924,74.25374,Punjab,2025-09-28,18.6,35.1,20.3,83.3
27.5_74.3,27.497924,74.25374,Punjab,2025-09-29,10.9,41.3,27.2,59.1
27.5_74.3,27.497924,74.25374,Punjab,2025-09-30,4.7,31.6,23.6,58.2
27.5_74.3,27.497924,74.25374,Punjab,2025-10-01,4.6,29.7,16.5,50.2
27.5_74.3,27.497924,74.25374,Punjab,2025-10-02,0.3,36.7,16.9,48.0
27.5_74.3,27.497924,74.25374,Punjab,2025-10-03,0.0,38.9,25.6,48.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-04,4.0,34.1,18.1,71.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-05,0.6,38.6,15.6,88.0
27.5_74.3,27.497924,74.25374,Punjab,2025-10-06,0.2,36.1,26.7,40.6
27.5_74.3,27.497924,74.25374,Punjab,2025-10-07,2.1,32.9,22.5,51.3
27.5_74.3,27.497924,74.25374,Punjab,2025-10-08,0.2,36.8,20.4,71.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-09,0.7,32.7,22.3,69.7
27.5_74.3,27.497924,74.25374,Punjab,2025-10-10,1.4,31.9,18.6,48.7
27.5_74.3,27.497924,74.25374,Punjab,2025-10-11,1.2,30.8,23.2,68.5
27.5_74.3,27.497924,74.25374,Punjab,2025-10-12,1.4,32.6,18.1,66.8
27.5_74.3,27.497924,74.25374,Punjab,2025-10-13,7.5,37.6,24.7,81.7
27.5_74.3,27.497924,74.25374,Punjab,2025-10-14,1.3,28.9,23.1,49.4
27.5_74.3,27.497924,74.25374,Punjab,2025-10-15,2.5,38.4,25.2,55.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-16,2.2,36.7,25.7,78.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-17,13.3,28.1,20.7,52.8
27.5_74.3,27.497924,74.25374,Punjab,2025-10-18,0.4,40.8,28.0,49.0
27.5_74.3,27.497924,74.25374,Punjab,2025-10-19,0.1,31.9,25.9,54.7
27.5_74.3,27.497924,74.25374,Punjab,2025-10-20,0.2,28.7,20.6,86.6
27.5_74.3,27.497924,74.25374,Punjab,2025-10-21,1.0,34.0,16.3,64.7
27.5_74.3,27.497924,74.25374,Punjab,2025-10-22,3.6,31.8,18.9,82.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-23,0.0,36.9,20.1,54.9
27.5_74.3,27.497924,74.25374,Punjab,2025-10-24,3.2,39.7,22.3,41.6
27.5_74.3,27.497924,74.25374,Punjab,2025-10-25,1.9,34.5,22.1,73.5
27.5_74.3,27.497924,74.25374,Punjab,2025-10-26,0.1,35.0,22.6,57.2
27.5_74.3,27.497924,74.25374,Punjab,2025-10-27,3.3,31.2,19.1,88.1
27.5_74.3,27.497924,74.25374,Punjab,2025-10-28,1.3,32.9,22.7,88.5
27.5_74.3,27.497924,74.25374,Punjab,2025-10-29,12.2,36.1,15.0,85.0
27.5_74.3,27.497924,74.25374,Punjab,2025-10-30,2.5,33.1,25.8,60.0
27.5_74.3,27.497924,74.25374,Punjab,2025-10-31,0.1,39.5,22.1,56.9
27.5_74.3,27.497924,74.25374,Punjab,2025-11-01,0.9,36.3,17.7,56.2
27.5_74.3,27.497924,74.25374,Punjab,2025-11-02,3.0,40.3,21.9,78.0
27.5_74.3,27.497924,74.25374,Punjab,2025-11-03,4.3,37.3,18.2,83.3
27.5_74.3,27.497924,74.25374,Punjab,2025-11-04,1.7,28.6,18.2,78.3
27.5_74.3,27.497924,74.25374,Punjab,2025-11-05,0.2,30.1,24.0,84.6
27.5_74.3,27.497924,74.25374,Punjab,2025-11-06,3.0,31.1,15.7,70.8
27.5_74.3,27.497924,74.25374,Punjab,2025-11-07,0.1,36.6,17.9,85.2
27.5_74.3,27.497924,74.25374,Punjab,2025-11-08,1.9,31.1,26.1,52.7
27.5_74.3,27.497924,74.25374,Punjab,2025-11-09,1.1,39.7,19.0,60.5
27.5_74.3,27.497924,74.25374,Punjab,2025-11-10,1.3,29.6,15.5,76.2
27.5_74.3,27.497924,74.25374,Punjab,2025-11-11,3.1,32.0,18.8,87.3
27.5_74.3,27.497924,74.25374,Punjab,2025-11-12,13.2,34.6,25.4,76.8
27.5_74.3,27.497924,74.25374,Punjab,2025-11-13,1.1,28.8,16.9,81.9
27.5_74.3,27.497924,74.25374,Punjab,2025-11-14,3.9,37.3,16.7,72.0
27.5_74.3,27.497924,74.25374,Punjab,2025-11-15,4.4,40.0,15.2,74.2
27.5_74.3,27.497924,74.25374,Punjab,2025-11-16,0.1,37.9,23.3,47.4
27.5_74.3,27.497924,74.25374,Punjab,2025-11-17,4.4,29.0,25.7,53.1
27.5_74.3,27.497924,74.25374,Punjab,2025-11-18,3.5,40.9,19.4,65.1
27.5_74.3,27.497924,74.25374,Punjab,2025-11-19,1.9,30.2,22.7,77.2
27.5_74.3,27.497924,74.25374,Punjab,2025-11-20,7.5,39.9,21.6,76.0
27.5_74.3,27.497924,74.25374,Punjab,2025-11-21,4.8,34.9,16.5,61.9
27.5_74.3,27.497924,74.25374,Punjab,2025-11-22,5.5,36.4,24.4,49.3
27.5_74.3,27.497924,74.25374,Punjab,2025-11-23,10.0,33.7,23.5,40.9
27.5_74.3,27.497924,74.25374,Punjab,2025-11-24,0.4,38.9,27.6,56.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-08-27,0.3,33.1,15.2,49.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-08-28,11.2,41.1,16.1,67.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-08-29,2.3,29.9,17.8,68.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-08-30,0.5,34.1,16.8,53.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-08-31,1.7,40.4,24.2,83.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-01,3.9,32.4,19.9,40.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-02,10.3,32.9,19.1,69.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-03,4.6,41.7,19.6,70.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-04,3.0,41.9,20.8,71.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-05,1.1,38.3,18.5,62.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-06,17.2,41.6,20.5,81.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-07,0.4,39.9,23.2,64.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-08,17.7,39.8,18.9,79.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-09,0.8,39.5,23.8,44.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-10,9.2,36.1,22.7,54.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-11,2.5,38.7,18.3,62.3
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-12,9.5,29.1,22.7,69.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-13,9.2,33.2,20.8,56.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-14,13.2,29.8,27.5,71.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-15,17.4,34.0,19.3,85.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-16,0.8,29.6,18.9,88.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-17,8.0,35.8,24.2,60.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-18,11.4,33.5,25.7,53.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-19,2.6,35.3,20.6,72.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-20,3.6,31.2,21.1,68.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-21,1.2,35.8,19.2,59.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-22,2.6,41.0,23.9,53.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-23,8.3,39.9,20.2,81.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-24,1.3,39.5,22.0,51.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-25,4.2,41.8,25.2,68.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-26,1.0,33.8,18.4,43.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-27,6.3,40.4,23.8,52.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-28,6.8,41.2,24.4,74.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-29,27.6,39.2,16.8,57.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-09-30,26.9,34.9,16.5,62.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-01,3.6,42.0,19.2,65.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-02,6.4,33.0,16.4,87.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-03,2.0,35.0,23.1,40.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-04,8.0,33.1,20.2,48.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-05,1.4,39.3,25.4,86.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-06,1.5,37.9,21.6,80.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-07,3.7,33.2,19.4,52.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-08,2.6,41.5,17.6,44.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-09,0.4,39.0,19.6,51.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-10,1.3,37.0,22.1,77.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-11,1.2,34.3,16.3,43.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-12,1.9,32.2,23.0,42.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-13,0.4,40.1,22.4,75.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-14,5.5,34.5,24.9,66.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-15,0.8,32.7,21.4,55.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-16,1.2,32.7,16.6,44.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-17,0.1,29.6,19.5,69.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-18,0.6,40.4,25.5,66.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-19,3.9,33.1,15.5,85.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-20,0.4,41.3,22.4,55.3
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-21,2.1,35.0,15.3,57.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-22,4.0,35.1,18.2,56.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-23,6.0,35.4,21.9,88.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-24,1.2,34.7,25.6,77.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-25,0.9,30.1,24.1,52.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-26,7.7,29.8,19.1,42.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-27,3.6,40.5,23.3,86.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-28,0.4,29.2,25.9,82.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-29,5.3,39.2,19.7,50.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-30,7.9,32.3,20.2,75.0
29.8_82.0,29.803304,82.039182,Maharashtra,2025-10-31,1.0,39.5,15.9,79.6
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-01,2.8,36.0,21.0,53.9
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-02,1.9,34.3,22.6,54.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-03,0.2,30.0,24.1,41.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-04,5.8,37.7,25.0,81.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-05,0.4,39.5,21.6,84.3
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-06,6.5,28.3,20.0,66.3
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-07,3.4,32.0,18.3,59.1
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-08,2.1,41.3,24.9,61.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-09,0.2,30.4,20.9,80.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-10,1.4,35.5,26.6,85.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-11,0.7,28.6,19.0,74.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-12,9.1,29.1,15.4,84.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-13,4.1,41.9,20.2,60.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-14,0.6,29.6,22.5,58.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-15,0.3,40.4,17.6,77.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-16,1.0,39.4,16.5,77.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-17,0.3,34.3,24.5,48.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-18,1.0,40.1,26.5,42.2
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-19,0.6,29.6,17.3,88.5
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-20,2.4,34.6,27.8,67.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-21,3.2,32.7,20.0,69.7
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-22,0.2,31.6,17.6,40.8
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-23,2.3,35.9,20.0,53.4
29.8_82.0,29.803304,82.039182,Maharashtra,2025-11-24,3.2,29.9,21.7,78.4
25.8_75.1,25.825943,75.067804,Punjab,2025-08-27,1.4,38.5,24.9,43.0
25.8_75.1,25.825943,75.067804,Punjab,2025-08-28,0.2,41.6,17.5,81.1
25.8_75.1,25.825943,75.067804,Punjab,2025-08-29,6.6,31.7,16.7,64.8
25.8_75.1,25.825943,75.067804,Punjab,2025-08-30,4.2,37.8,26.8,80.3
25.8_75.1,25.825943,75.067804,Punjab,2025-08-31,2.6,40.3,25.8,86.5
25.8_75.1,25.825943,75.067804,Punjab,2025-09-01,4.9,38.8,22.7,55.5
25.8_75.1,25.825943,75.067804,Punjab,2025-09-02,41.5,28.5,17.1,84.6
25.8_75.1,25.825943,75.067804,Punjab,2025-09-03,0.5,40.4,24.3,41.8
25.8_75.1,25.825943,75.067804,Punjab,2025-09-04,4.5,38.6,22.6,86.8
25.8_75.1,25.825943,75.067804,Punjab,2025-09-05,16.2,32.7,16.1,87.2
25.8_75.1,25.825943,75.067804,Punjab,2025-09-06,5.8,29.0,25.6,83.4
25.8_75.1,25.825943,75.067804,Punjab,2025-09-07,8.2,34.3,23.6,75.3
25.8_75.1,25.825943,75.067804,Punjab,2025-09-08,17.9,41.4,21.7,79.9
25.8_75.1,25.825943,75.067804,Punjab,2025-09-09,26.7,30.1,15.2,83.4
25.8_75.1,25.825943,75.067804,Punjab,2025-09-10,1.7,28.6,17.1,59.2
25.8_75.1,25.825943,75.067804,Punjab,2025-09-11,2.0,32.3,27.7,75.2
25.8_75.1,25.825943,75.067804,Punjab,2025-09-12,10.0,29.3,24.5,77.0
25.8_75.1,25.825943,75.067804,Punjab,2025-09-13,8.6,31.2,20.5,82.3
25.8_75.1,25.825943,75.067804,Punjab,2025-09-14,8.9,38.3,22.6,62.5
25.8_75.1,25.825943,75.067804,Punjab,2025-09-15,11.4,29.0,23.8,89.9
25.8_75.1,25.825943,75.067804,Punjab,2025-09-16,12.1,32.1,18.6,73.4
25.8_75.1,25.825943,75.067804,Punjab,2025-09-17,18.1,36.1,21.9,48.0
25.8_75.1,25.825943,75.067804,Punjab,2025-09-18,10.1,37.8,27.6,55.0
25.8_75.1,25.825943,75.067804,Punjab,2025-09-19,11.3,34.1,22.3,80.8
